Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities,day_from_jan_first,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
15,,Afghanistan,33.0,65.0,2020-02-05,0.0,0.0,36,4.2,-0.6,12.9,775.4,1033.3,-1.3,0.7753537963920739,-0.020155895337916858,3.3,0.0,1
16,,Afghanistan,33.0,65.0,2020-02-06,0.0,0.0,37,43.1,29.1,58.1,999.9,1020.9,22.0,0.4274606105839407,0.14218126349746132,1.7,0.0,0
17,,Afghanistan,33.0,65.0,2020-02-07,0.0,0.0,38,44.5,31.6,60.3,999.9,1022.4,18.4,0.34763824125723863,0.10834724564299442,5.7,0.0,0
18,,Afghanistan,33.0,65.0,2020-02-08,0.0,0.0,39,47.8,34.5,63.5,999.9,1021.2,17.2,0.29126597263512105,0.08141187036701969,7.7,0.0,0
19,,Afghanistan,33.0,65.0,2020-02-09,0.0,0.0,40,36.9,31.1,42.1,773.3,1011.0,29.4,0.7399464628692105,0.43779544577054297,4.3,0.08,1
20,,Afghanistan,33.0,65.0,2020-02-10,0.0,0.0,41,36.9,31.1,42.1,773.3,1011.0,29.4,0.7399464628692105,0.43779544577054297,4.3,0.08,1
21,,Afghanistan,33.0,65.0,2020-02-11,0.0,0.0,42,39.5,32.7,47.7,771.4,1007.1,31.0,0.7130015658330401,0.30525757904268624,6.7,0.12,1
22,,Afghanistan,33.0,65.0,2020-02-12,0.0,0.0,43,39.0,30.0,46.0,772.2,1008.4,29.2,0.67573794895638,0.30396452990480655,10.1,0.04,1
23,,Afghanistan,33.0,65.0,2020-02-13,0.0,0.0,44,23.1,13.6,37.8,780.1,1027.9,12.7,0.6398440795805027,-0.11883370896600334,5.6,1.81,1
24,,Afghanistan,33.0,65.0,2020-02-14,0.0,0.0,45,24.2,11.3,35.1,779.8,1026.8,7.4,0.48273981747854355,-0.10711913307450464,7.2,0.0,0
25,,Afghanistan,33.0,65.0,2020-02-15,0.0,0.0,46,26.3,19.6,35.8,780.7,1026.8,16.2,0.6523048512870068,-0.21613525587166196,5.6,0.0,0
26,,Afghanistan,33.0,65.0,2020-02-16,0.0,0.0,47,24.2,17.4,33.1,783.2,1031.3,11.9,0.5899108737041803,-0.13090020564799182,4.7,0.0,0
27,,Afghanistan,33.0,65.0,2020-02-17,0.0,0.0,48,32.9,28.2,41.4,782.4,1025.2,15.1,0.47517209084347717,1.3050948693083873,5.9,0.0,0
28,,Afghanistan,33.0,65.0,2020-02-18,0.0,0.0,49,32.8,24.6,46.2,779.3,1021.2,21.5,0.6276443610596815,1.9315732055165578,6.5,0.04,1
29,,Afghanistan,33.0,65.0,2020-02-19,0.0,0.0,50,23.9,16.2,33.1,778.6,1025.4,12.1,0.6026404991313725,-0.12716827312889764,5,0.04,1
30,,Afghanistan,33.0,65.0,2020-02-20,0.0,0.0,51,26.0,12.9,38.3,778.5,1024.1,10.1,0.5054313367660181,-0.15713308358568187,7.2,0.0,0
31,,Afghanistan,33.0,65.0,2020-02-21,0.0,0.0,52,34.5,22.6,44.4,778.5,1019.1,23.1,0.6271705674186959,0.661173584971408,6.4,0.0,1
32,,Afghanistan,33.0,65.0,2020-02-22,0.0,0.0,53,37.9,26.4,52.0,781.1,1020.7,22.4,0.532220261051213,0.2720383486792772,5.6,0.0,1
33,,Afghanistan,33.0,65.0,2020-02-23,0.0,0.0,54,39.3,28.2,50.2,779.4,1017.7,23.8,0.534254227070605,0.23316677815725376,6.4,0.0,1
34,,Afghanistan,33.0,65.0,2020-02-24,1.0,0.0,55,40.0,32.4,48.0,778.4,1015.9,32.7,0.7489051968209337,0.3065142347289721,4,0.47,1
35,,Afghanistan,33.0,65.0,2020-02-25,1.0,0.0,56,40.2,32.9,47.5,778.1,1015.4,28.2,0.618932608193432,0.24907428149226202,5.8,0.0,1
36,,Afghanistan,33.0,65.0,2020-02-26,1.0,0.0,57,46.7,35.2,55.9,775.4,1008.4,28.2,0.48212052809932465,0.13893939511813258,6.2,0.0,1
37,,Afghanistan,33.0,65.0,2020-02-27,1.0,0.0,58,39.3,33.4,48.0,772.6,1008.7,33.4,0.791610444205141,0.34548581457747113,5.8,1.57,1
38,,Afghanistan,33.0,65.0,2020-02-28,1.0,0.0,59,36.5,29.5,44.8,773.4,1011.4,29.9,0.7672250293284657,0.48652735620664794,2.8,0.47,1
39,,Afghanistan,33.0,65.0,2020-02-29,1.0,0.0,60,36.5,29.5,44.8,773.4,1011.4,29.9,0.7672250293284657,0.48652735620664794,2.8,0.47,1
40,,Afghanistan,33.0,65.0,2020-03-01,1.0,0.0,61,58.6,45.7,73.4,999.9,1014.2,31.0,0.3480095577671416,0.08606886627143409,1.4,0.0,0
41,,Afghanistan,33.0,65.0,2020-03-02,1.0,0.0,62,36.3,32.2,48.7,771.7,1009.2,31.3,0.8185536659020095,0.5389348943860452,5.8,0.0,1
42,,Afghanistan,33.0,65.0,2020-03-03,1.0,0.0,63,36.3,32.2,48.7,771.7,1009.2,31.3,0.8185536659020095,0.5389348943860452,5.8,0.0,1
43,,Afghanistan,33.0,65.0,2020-03-04,1.0,0.0,64,35.4,28.4,47.7,771.1,1008.9,28.0,0.741539134894955,0.595797780222067,3.4,0.35,1
44,,Afghanistan,33.0,65.0,2020-03-05,1.0,0.0,65,31.9,27.3,38.5,772.6,1012.9,23.9,0.7198916977687995,-17.092495672440833,5.1,1.57,1
45,,Afghanistan,33.0,65.0,2020-03-06,1.0,0.0,66,34.1,25.2,45.0,773.5,1012.8,20.7,0.575927068684808,0.7113395391157701,4.6,0.0,1
46,,Afghanistan,33.0,65.0,2020-03-07,1.0,0.0,67,25.0,18.1,34.7,774.9,1019.9,11.3,0.5556473612069087,-0.1420461688656697,6.6,0.0,1
47,,Afghanistan,33.0,65.0,2020-03-08,4.0,0.0,68,28.6,16.5,42.1,774.7,1017.5,10.0,0.45208924187519617,-0.2760632296460162,3.6,0.0,1
48,,Afghanistan,33.0,65.0,2020-03-09,4.0,0.0,69,31.1,23.0,41.9,774.0,1015.2,22.2,0.692369400526288,-1.7684095451515638,4.4,0.0,1
49,,Afghanistan,33.0,65.0,2020-03-10,5.0,0.0,70,28.9,24.3,39.0,773.3,1015.6,17.0,0.6067461655542109,-0.4113778956908077,5.3,0.12,1
50,,Afghanistan,33.0,65.0,2020-03-11,7.0,0.0,71,26.7,21.7,32.9,772.3,1015.6,16.7,0.6556218175845426,-0.23752386181021676,3.9,0.0,1
51,,Afghanistan,33.0,65.0,2020-03-12,7.0,0.0,72,30.7,16.9,47.7,775.4,1017.3,20.4,0.6521156755985268,-1.1345538300934277,2.9,0.0,1
52,,Afghanistan,33.0,65.0,2020-03-13,7.0,0.0,73,35.7,24.3,53.1,778.8,1019.0,18.4,0.4898986275893226,0.36603799203714305,3,0.0,1
53,,Afghanistan,33.0,65.0,2020-03-14,11.0,0.0,74,36.4,26.8,53.4,778.2,1017.6,18.0,0.4683844696135962,0.3025711297423303,5.3,0.0,1
54,,Afghanistan,33.0,65.0,2020-03-15,16.0,0.0,75,40.1,29.3,52.7,777.7,1015.0,15.7,0.36676667795446466,0.1488373040889115,9,0.0,0
55,,Afghanistan,33.0,65.0,2020-03-16,21.0,0.0,76,40.1,29.3,52.7,777.7,1015.0,15.7,0.36676667795446466,0.1488373040889115,9,0.0,0
56,,Afghanistan,33.0,65.0,2020-03-17,22.0,0.0,77,43.8,35.8,56.3,778.5,1013.9,32.6,0.6439334555960311,0.20697170692827524,4.8,0.04,1
57,,Afghanistan,33.0,65.0,2020-03-18,22.0,0.0,78,43.8,35.8,56.3,778.5,1013.9,32.6,0.6439334555960311,0.20697170692827524,4.8,0.04,1
58,,Afghanistan,33.0,65.0,2020-03-19,22.0,0.0,79,45.2,32.0,59.7,775.3,1009.5,32.5,0.6078972161994511,0.18427679767485508,5.3,0.31,1
59,,Afghanistan,33.0,65.0,2020-03-20,24.0,0.0,80,39.4,32.7,43.5,773.2,1009.4,35.5,0.8574931949396543,0.37062842459183165,4.8,1.22,1
60,,Afghanistan,33.0,65.0,2020-03-21,24.0,0.0,81,42.4,34.7,54.3,776.3,1011.9,29.8,0.6067347804313106,0.20966091878816645,2.7,2.2,1
61,,Afghanistan,33.0,65.0,2020-03-22,40.0,1.0,82,44.7,35.8,53.8,774.7,1008.5,31.6,0.5975204985820128,0.1847018443511959,7.5,0.0,1
62,,Afghanistan,33.0,65.0,2020-03-23,40.0,1.0,83,45.0,37.9,50.4,769.8,1001.9,36.6,0.7214662349224781,0.22038004484674795,7.3,0.47,1
63,,Afghanistan,33.0,65.0,2020-03-24,74.0,1.0,84,33.1,24.1,43.2,771.6,1010.9,28.5,0.8297755641376323,1.8797134278629724,4.6,5.43,1
94,,Albania,41.1533,20.1683,2020-01-22,0.0,0.0,22,42.3,31.3,55.8,18.9,1029.3,32.8,0.6877210653347385,0.23902883965658026,0.2,0.0,0
95,,Albania,41.1533,20.1683,2020-01-23,0.0,0.0,23,44.1,34.2,59.4,13.9,1024.2,36.1,0.7320940705789704,0.23212925122565314,0.2,0.0,0
96,,Albania,41.1533,20.1683,2020-01-24,0.0,0.0,24,46.7,32.0,63.0,15.4,1025.7,34.8,0.6296231736216686,0.18144728920841846,0.8,0.0,0
97,,Albania,41.1533,20.1683,2020-01-25,0.0,0.0,25,51.5,42.4,59.0,13.8,1023.9,45.3,0.7918564959586485,0.20598528170791197,0.7,0.0,1
98,,Albania,41.1533,20.1683,2020-01-26,0.0,0.0,26,52.5,49.6,55.8,8.8,1018.8,51.8,0.9743933795508433,0.25021227550723246,0.5,0.06,1
99,,Albania,41.1533,20.1683,2020-01-27,0.0,0.0,27,50.9,49.3,55.0,4.4,1014.5,50.7,0.9925746251360418,0.26051413485336655,2.5,1.38,1
100,,Albania,41.1533,20.1683,2020-01-28,0.0,0.0,28,52.7,48.2,57.2,4.1,1014.2,47.7,0.8296120222633403,0.21254241658831705,1.6,0.08,1
101,,Albania,41.1533,20.1683,2020-01-29,0.0,0.0,29,54.0,50.4,62.2,999.0,1008.9,51.2,0.9016143072906553,0.22801187103003334,1.7,1.1,1
102,,Albania,41.1533,20.1683,2020-01-30,0.0,0.0,30,49.8,43.5,60.4,5.1,1015.2,41.0,0.7150213167394056,0.19124628455440795,1.7,0.39,1
103,,Albania,41.1533,20.1683,2020-01-31,0.0,0.0,31,49.5,37.4,62.6,8.7,1018.8,37.5,0.6305717677332543,0.16963363842962714,1.1,0.0,0
104,,Albania,41.1533,20.1683,2020-02-01,0.0,0.0,32,55.1,49.1,65.1,7.5,1017.5,49.3,0.8066253003070464,0.20227760036967782,1.5,0.01,1
105,,Albania,41.1533,20.1683,2020-02-02,0.0,0.0,33,55.7,50.0,64.4,7.2,1017.2,48.4,0.762886240875538,0.19060180603642654,1.5,0.0,0
106,,Albania,41.1533,20.1683,2020-02-03,0.0,0.0,34,55.9,46.4,65.1,5.9,1015.9,49.5,0.7892766725921392,0.19697794513417166,1.4,0.0,0
107,,Albania,41.1533,20.1683,2020-02-04,0.0,0.0,35,56.1,46.8,65.5,995.8,1005.7,47.7,0.7322538550617896,0.18255717939328478,4,0.0,1
108,,Albania,41.1533,20.1683,2020-02-05,0.0,0.0,36,47.4,42.1,53.6,985.0,994.9,29.1,0.4871380863443221,0.13760236079467533,6,0.24,1
109,,Albania,41.1533,20.1683,2020-02-06,0.0,0.0,37,42.4,37.4,50.0,1.5,1011.7,12.9,0.2968881005952072,0.10259150118906309,7.5,0.0,0
110,,Albania,41.1533,20.1683,2020-02-07,0.0,0.0,38,42.6,33.8,57.9,9.0,1019.3,20.0,0.40039012940166785,0.13679832174485096,1,0.0,0
111,,Albania,41.1533,20.1683,2020-02-08,0.0,0.0,39,46.3,31.6,59.0,14.0,1024.3,27.5,0.4756149960381277,0.13877645763090746,0.3,0.0,0
112,,Albania,41.1533,20.1683,2020-02-09,0.0,0.0,40,46.3,34.7,61.5,18.1,1028.3,33.9,0.6166765531315884,0.17993584781918737,1,0.0,0
113,,Albania,41.1533,20.1683,2020-02-10,0.0,0.0,41,51.0,42.1,59.4,12.5,1022.7,43.6,0.7559102798849753,0.19809065431765957,1.8,0.0,0
114,,Albania,41.1533,20.1683,2020-02-11,0.0,0.0,42,59.0,53.6,64.4,1.9,1011.8,51.4,0.7571986948961316,0.1871744203232988,2.5,0.0,0
115,,Albania,41.1533,20.1683,2020-02-12,0.0,0.0,43,57.5,53.2,65.5,2.1,1012.0,54.4,0.8930680241844334,0.22141263023611132,2,0.0,1
116,,Albania,41.1533,20.1683,2020-02-13,0.0,0.0,44,53.8,44.6,67.6,9.1,1019.2,43.7,0.684102795230788,0.1733120068096884,0.8,0.0,0
117,,Albania,41.1533,20.1683,2020-02-14,0.0,0.0,45,51.9,48.2,57.6,4.0,1014.0,43.5,0.7282415786034264,0.1884066600666708,2.1,0.59,1
118,,Albania,41.1533,20.1683,2020-02-15,0.0,0.0,46,51.2,39.9,65.1,7.7,1017.8,32.5,0.48491369377145066,0.12669029840146287,1.8,0.0,0
119,,Albania,41.1533,20.1683,2020-02-16,0.0,0.0,47,51.2,40.1,64.8,14.6,1024.8,32.7,0.4888329770555892,0.12771426447040504,1.2,0.0,0
120,,Albania,41.1533,20.1683,2020-02-17,0.0,0.0,48,50.6,38.5,64.4,13.3,1023.4,39.4,0.6520277645922338,0.17195975470294353,0.7,0.0,0
121,,Albania,41.1533,20.1683,2020-02-18,0.0,0.0,49,50.7,39.2,62.2,8.3,1018.4,44.3,0.7852042681054194,0.20674458396393383,0.8,0.0,0
122,,Albania,41.1533,20.1683,2020-02-19,0.0,0.0,50,52.5,45.5,64.0,5.1,1015.2,48.2,0.8516801238988788,0.21870101570605002,0.4,0.0,0
123,,Albania,41.1533,20.1683,2020-02-20,0.0,0.0,51,51.2,46.8,58.1,2.6,1012.6,35.7,0.551114105039556,0.14398605631794023,4.1,0.21,1
124,,Albania,41.1533,20.1683,2020-02-21,0.0,0.0,52,45.7,33.1,58.3,8.1,1018.3,26.8,0.4727520266076744,0.1407350117169481,0.8,0.0,0
125,,Albania,41.1533,20.1683,2020-02-22,0.0,0.0,53,49.0,40.6,58.6,13.1,1023.3,27.2,0.4242441042938509,0.11530230315324087,3.3,0.0,0
126,,Albania,41.1533,20.1683,2020-02-23,0.0,0.0,54,48.5,36.3,60.1,13.4,1023.6,33.7,0.5629450913876936,0.15470052039316115,1.5,0.0,0
127,,Albania,41.1533,20.1683,2020-02-24,0.0,0.0,55,51.6,39.2,66.2,7.4,1017.4,42.6,0.7113208971207043,0.18477669754786644,2.6,0.0,0
128,,Albania,41.1533,20.1683,2020-02-25,0.0,0.0,56,55.6,43.2,67.1,2.2,1012.2,47.1,0.7290169657630863,0.1822446967919829,0.8,0.0,0
129,,Albania,41.1533,20.1683,2020-02-26,0.0,0.0,57,57.1,46.4,65.8,993.9,1003.8,45.9,0.6595364415006806,0.16372714748114786,4.5,0.0,0
130,,Albania,41.1533,20.1683,2020-02-27,0.0,0.0,58,48.9,44.6,56.5,995.2,1005.2,42.7,0.7898374329008603,0.21512514483054926,5,0.47,1
131,,Albania,41.1533,20.1683,2020-02-28,0.0,0.0,59,46.0,41.0,53.2,999.3,1009.4,40.7,0.8156518854733227,0.24033816099355146,2.3,0.63,1
132,,Albania,41.1533,20.1683,2020-02-29,0.0,0.0,60,45.8,33.8,59.0,6.3,1016.4,29.1,0.5176120640397484,0.15355625769840583,1.7,0.0,0
133,,Albania,41.1533,20.1683,2020-03-01,0.0,0.0,61,52.4,39.6,67.3,3.9,1013.9,35.6,0.5250197723443838,0.13497901573515608,1.2,0.0,0
134,,Albania,41.1533,20.1683,2020-03-02,0.0,0.0,62,63.0,52.7,69.8,998.5,1008.3,48.2,0.5822691352423895,0.1446248652249686,5.5,0.0,0
135,,Albania,41.1533,20.1683,2020-03-03,0.0,0.0,63,63.3,54.7,70.7,993.0,1002.7,46.0,0.5300898797078841,0.13179580510335123,7.2,0.0,1
136,,Albania,41.1533,20.1683,2020-03-04,0.0,0.0,64,50.6,47.1,54.5,993.9,1003.9,46.0,0.8409540240161335,0.22178541396424153,2.1,1.34,1
137,,Albania,41.1533,20.1683,2020-03-05,0.0,0.0,65,53.0,46.4,61.7,996.4,1006.3,42.3,0.6676057947802169,0.17047311853336894,1.5,0.01,0
138,,Albania,41.1533,20.1683,2020-03-06,0.0,0.0,66,52.9,44.6,62.6,995.0,1004.9,39.6,0.6033689375935986,0.15423669188981265,2.4,0.08,1
139,,Albania,41.1533,20.1683,2020-03-07,0.0,0.0,67,52.7,49.6,57.9,995.4,1005.3,51.6,0.9600564771851712,0.24596162814216205,2,0.87,1
140,,Albania,41.1533,20.1683,2020-03-08,0.0,0.0,68,52.6,48.2,59.9,999.4,1009.3,48.6,0.8614071198052631,0.22094089288616897,3.5,0.79,1
141,,Albania,41.1533,20.1683,2020-03-09,2.0,0.0,69,52.2,47.5,60.1,998.4,1008.4,44.4,0.7454772514793568,0.1921263916766777,2.1,0.01,1
142,,Albania,41.1533,20.1683,2020-03-10,10.0,0.0,70,52.0,40.1,62.6,999.4,1009.4,40.7,0.6511277405095094,0.168236712695486,1.4,0.0,0
143,,Albania,41.1533,20.1683,2020-03-11,12.0,1.0,71,52.8,44.6,63.0,5.4,1015.4,41.4,0.6495406624282564,0.1662223132582204,2.4,0.0,0
144,,Albania,41.1533,20.1683,2020-03-12,23.0,1.0,72,56.1,44.6,72.5,7.0,1016.9,46.0,0.6865807648429166,0.17117048546617813,0.5,0.0,0
145,,Albania,41.1533,20.1683,2020-03-13,33.0,1.0,73,58.4,49.3,74.1,1.0,1010.9,50.1,0.7371666365362199,0.18237383153579426,0.8,0.0,0
146,,Albania,41.1533,20.1683,2020-03-14,38.0,1.0,74,59.2,50.7,72.7,999.9,1009.8,53.7,0.8185335973532498,0.20230010308686222,0.8,0.0,0
147,,Albania,41.1533,20.1683,2020-03-15,42.0,1.0,75,55.8,52.2,59.7,2.2,1012.2,48.7,0.7687321689341788,0.19195495613032557,3.3,0.51,1
148,,Albania,41.1533,20.1683,2020-03-16,51.0,1.0,76,55.5,43.2,68.7,10.9,1020.9,28.9,0.35756359839916974,0.08943916653660074,5,0.0,0
149,,Albania,41.1533,20.1683,2020-03-17,55.0,1.0,77,52.7,42.1,63.7,15.3,1025.4,27.8,0.3788513380562001,0.09705980236219679,2.8,0.0,0
150,,Albania,41.1533,20.1683,2020-03-18,59.0,2.0,78,56.4,42.8,72.3,10.9,1021.0,38.2,0.5023566018208557,0.12506154479707882,1.9,0.0,0
151,,Albania,41.1533,20.1683,2020-03-19,64.0,2.0,79,57.9,47.3,68.4,11.2,1021.2,33.6,0.39635602292074124,0.09816028821959077,1.5,0.0,0
152,,Albania,41.1533,20.1683,2020-03-20,70.0,2.0,80,56.0,45.5,68.7,9.0,1019.0,42.3,0.5980047184778293,0.14916397871669781,2.5,0.0,0
153,,Albania,41.1533,20.1683,2020-03-21,76.0,2.0,81,57.5,44.6,73.4,4.2,1014.1,44.0,0.6045407362398948,0.1498799093361196,1,0.0,0
154,,Albania,41.1533,20.1683,2020-03-22,89.0,2.0,82,58.5,48.2,69.8,0.1,1010.0,42.8,0.5567789379773388,0.13772282023071578,2,0.0,1
155,,Albania,41.1533,20.1683,2020-03-23,104.0,4.0,83,51.1,46.8,56.1,0.8,1010.8,40.2,0.6602908843959372,0.17276907473968364,2.7,0.01,1
156,,Albania,41.1533,20.1683,2020-03-24,123.0,5.0,84,44.2,39.2,51.4,3.1,1013.2,35.0,0.6980990117923834,0.22037868758074947,2.3,0.03,0
187,,Algeria,28.0339,1.6596,2020-01-22,0.0,0.0,22,64.9,49.6,82.4,999.9,1017.1,25.7,0.22373725649330276,0.05599646230304138,5.5,0.0,0
188,,Algeria,28.0339,1.6596,2020-01-23,0.0,0.0,23,62.0,44.6,80.6,999.9,1019.6,24.3,0.23388697943423933,0.05793486926496973,1.6,0.0,0
189,,Algeria,28.0339,1.6596,2020-01-24,0.0,0.0,24,62.6,48.2,80.6,999.9,1021.6,29.3,0.2814338847245664,0.06981891453953086,0.9,0.0,0
190,,Algeria,28.0339,1.6596,2020-01-25,0.0,0.0,25,64.8,50.0,77.0,999.9,1021.6,27.8,0.24486095584333406,0.061254204539557135,3.8,0.0,0
191,,Algeria,28.0339,1.6596,2020-01-26,0.0,0.0,26,68.1,55.4,82.4,999.9,1019.4,38.6,0.33662318476351744,0.08586708730852974,2.7,0.0,0
192,,Algeria,28.0339,1.6596,2020-01-27,0.0,0.0,27,66.9,59.0,78.8,999.9,1020.3,30.3,0.25196442502362865,0.06376208311641993,13.2,0.0,0
193,,Algeria,28.0339,1.6596,2020-01-28,0.0,0.0,28,63.8,55.4,75.2,999.9,1021.8,34.7,0.335397171844301,0.08354275284256357,14.5,0.0,0
194,,Algeria,28.0339,1.6596,2020-01-29,0.0,0.0,29,64.2,55.0,75.6,999.9,1022.2,31.9,0.2955485977605455,0.07373648683759357,14.4,0.0,0
195,,Algeria,28.0339,1.6596,2020-01-30,0.0,0.0,30,64.0,53.2,77.0,999.9,1022.6,25.1,0.225263335764344,0.05615452137689985,11.5,0.0,0
196,,Algeria,28.0339,1.6596,2020-01-31,0.0,0.0,31,66.9,52.7,82.4,999.9,1020.7,23.5,0.19032165185018785,0.04816277132372156,12.4,0.0,0
197,,Algeria,28.0339,1.6596,2020-02-01,0.0,0.0,32,69.9,59.0,82.4,999.9,1020.2,27.6,0.20332926206706695,0.05257743259116778,11.9,0.0,0
198,,Algeria,28.0339,1.6596,2020-02-02,0.0,0.0,33,67.4,57.2,79.0,999.9,1022.9,28.8,0.2329167877766317,0.05913106279146384,14.2,0.0,0
199,,Algeria,28.0339,1.6596,2020-02-03,0.0,0.0,34,67.0,58.6,78.8,999.9,1024.5,32.0,0.2689846182480174,0.06811193313728527,18.2,0.0,0
200,,Algeria,28.0339,1.6596,2020-02-04,0.0,0.0,35,70.3,57.0,82.6,999.9,1024.0,35.1,0.2716664165976733,0.07047909791043692,13.7,0.0,0
201,,Algeria,28.0339,1.6596,2020-02-05,0.0,0.0,36,68.1,50.0,84.2,999.9,1019.2,34.4,0.2850662310358334,0.07271574881647982,6.1,0.0,0
202,,Algeria,28.0339,1.6596,2020-02-06,0.0,0.0,37,65.2,57.2,75.2,999.9,1020.5,30.8,0.2729024792667566,0.06840184216513225,16.4,0.0,0
203,,Algeria,28.0339,1.6596,2020-02-07,0.0,0.0,38,62.4,51.8,75.2,999.9,1022.1,19.4,0.18752375896780119,0.046496013959976136,20.5,0.0,0
204,,Algeria,28.0339,1.6596,2020-02-08,0.0,0.0,39,65.8,55.0,82.4,999.9,1020.6,17.5,0.15332380103681367,0.03855095304312312,11.7,0.0,0
205,,Algeria,28.0339,1.6596,2020-02-09,0.0,0.0,40,67.9,55.4,82.4,999.9,1021.6,24.2,0.189267521171862,0.0482118816123369,13.6,0.0,0
206,,Algeria,28.0339,1.6596,2020-02-10,0.0,0.0,41,70.1,59.0,82.6,999.9,1024.9,21.9,0.15925827464031664,0.04124859439416069,15.2,0.0,0
207,,Algeria,28.0339,1.6596,2020-02-11,0.0,0.0,42,70.4,60.8,81.0,999.9,1024.0,21.7,0.15629730397908023,0.04058242927319706,11,0.0,0
208,,Algeria,28.0339,1.6596,2020-02-12,0.0,0.0,43,71.3,65.1,80.6,999.9,1022.3,16.9,0.12347746983209557,0.03231005933130828,5.5,0.0,0
209,,Algeria,28.0339,1.6596,2020-02-13,0.0,0.0,44,72.0,59.0,84.4,999.9,1020.0,34.4,0.24922109859036384,0.06562596330687304,4.9,0.0,0
210,,Algeria,28.0339,1.6596,2020-02-14,0.0,0.0,45,70.4,59.0,82.6,999.9,1019.8,26.7,0.1925803358742522,0.05000328003784014,12.6,0.0,0
211,,Algeria,28.0339,1.6596,2020-02-15,0.0,0.0,46,72.9,64.0,84.2,999.9,1020.0,26.7,0.17678249322502648,0.046946844827703206,17.2,0.0,0
212,,Algeria,28.0339,1.6596,2020-02-16,0.0,0.0,47,72.9,64.2,84.4,999.9,1021.2,24.5,0.1613592795501601,0.042851013809997215,20,0.0,0
213,,Algeria,28.0339,1.6596,2020-02-17,0.0,0.0,48,69.9,61.5,81.5,999.9,1021.3,29.2,0.21711120979738663,0.05614120605101967,17.3,0.0,0
214,,Algeria,28.0339,1.6596,2020-02-18,0.0,0.0,49,66.1,53.1,77.0,999.9,1021.3,31.1,0.2676588521780014,0.06741136403823547,15.7,0.0,0
215,,Algeria,28.0339,1.6596,2020-02-19,0.0,0.0,50,67.7,55.4,80.6,999.9,1018.7,27.6,0.21942496789866242,0.055817498465133314,14.7,0.0,0
216,,Algeria,28.0339,1.6596,2020-02-20,0.0,0.0,51,69.9,58.5,82.4,999.9,1016.9,23.7,0.17295538381497902,0.04472327269260515,15.1,0.0,0
217,,Algeria,28.0339,1.6596,2020-02-21,0.0,0.0,52,71.4,60.8,85.1,999.9,1018.1,26.3,0.18302845026780099,0.04793510024736641,13.4,0.0,0
218,,Algeria,28.0339,1.6596,2020-02-22,0.0,0.0,53,70.7,60.8,82.4,999.9,1021.6,26.4,0.18825561423944476,0.04900439574431155,19.5,0.0,0
